"","DBN","TotalEnrollment","ENI","PercentBlack","PercentSWD","PercentPoverty","self_contained","AllStudents_CA","AllStudents_PA","SWD_CA","SWD_PA","gifted","gifted_only","treatment"
"643","28Q139",750,0.564,0.015,0.177,0.632,1,6.2,95.6,8.7,94.8,0,0,0
"644","28Q140",473,0.785,0.67,0.207,0.913,1,37.2,91.2,36.8,88.2,0,0,0
"645","28Q144",893,0.211,0.012,0.135,0.219,1,10.3,95.5,26.7,94.5,1,0,0
"646","28Q160",659,0.775,0.484,0.205,0.859,1,32.2,92,31.8,92,0,0,0
"647","28Q161",708,0.729,0.059,0.137,0.847,1,14.3,94.3,14.3,94.2,0,0,0
"648","28Q174",673,0.355,0.031,0.101,0.383,1,12.6,95.5,11.1,94.6,1,0,0
"649","28Q175",808,0.467,0.01,0.144,0.604,1,16.5,94.7,15,94.5,0,0,0
"650","28Q182",760,0.817,0.13,0.17,0.967,1,17.4,94.1,26.9,92.4,0,0,0
"651","28Q196",993,0.201,0.023,0.119,0.251,1,10.1,96.2,31.3,92.7,0,0,0
"652","28Q206",610,0.68,0.162,0.13,0.789,1,13.7,94.6,33.3,92.4,0,0,0
"653","28Q220",706,0.643,0.075,0.112,0.749,1,5.4,95.8,10,95,1,0,0
"654","28Q303",207,0.231,0.053,0.135,0.246,0,0,98.1,30.19986,91.86482,0,0,1
"655","28Q312",153,0.813,0.693,0.34,0.935,1,13.9,94.4,11.1,94.7,0,0,0
"656","28Q354",616,0.703,0.86,0.19,0.787,1,21.8,93.7,32,92,0,0,0
"657","29Q015",433,0.635,0.905,0.164,0.753,1,16.4,94.7,25,94.4,0,0,0
"658","29Q033",974,0.611,0.145,0.137,0.821,1,16,94.2,16,93.3,0,0,0
"659","29Q034",580,0.664,0.7,0.167,0.909,1,27.8,93.1,47.4,91.6,0,0,0
"660","29Q035",706,0.748,0.35,0.144,0.902,1,18.8,94.3,57.1,88.5,0,0,0
"661","29Q036",449,0.735,0.815,0.218,0.724,1,16.7,93.6,29.4,92.2,0,0,0
"662","29Q037",445,0.732,0.865,0.216,0.8,1,26.6,93.1,36.8,91.4,0,0,0
"663","29Q038",270,0.54,0.856,0.174,0.796,1,28.9,92.7,30.19986,91.86482,0,0,0
"664","29Q052",462,0.767,0.781,0.221,0.747,1,42.3,89.7,60,83.3,0,0,0
"665","29Q095",1490,0.779,0.094,0.117,0.754,1,29.1,92.3,40,89.7,0,0,0
"666","29Q116",792,0.816,0.54,0.246,0.795,1,30.9,91.6,30.4,89.1,0,0,0
"667","29Q118",448,0.74,0.79,0.219,0.748,1,16.7,94.5,29.4,93.3,0,0,0
"668","29Q131",812,0.713,0.055,0.103,0.919,1,11.6,95,0,95.5,0,0,0
"669","29Q132",391,0.658,0.88,0.225,0.841,1,26.4,92.6,20,93.7,0,0,0
"670","29Q134",382,0.711,0.772,0.199,0.859,1,23.3,92.8,28.6,91.4,0,0,0
"671","29Q135",989,0.612,0.277,0.169,0.593,1,17.9,93.6,31,91.7,0,0,0
"672","29Q136",618,0.682,0.851,0.154,0.801,1,30.1,92.2,43.8,90.8,0,0,0
"673","29Q138",763,0.633,0.806,0.185,0.801,1,27.9,91.8,0,94.8,0,0,0
"674","29Q147",593,0.579,0.89,0.191,0.745,1,21.6,91.6,30.19986,91.86482,0,0,0
"675","29Q156",260,0.648,0.908,0.127,0.75,1,34.7,89.7,50,87.3,0,0,0
"676","29Q176",716,0.437,0.704,0.099,0.767,1,15.2,94.9,25,94,1,0,0
"677","29Q181",326,0.646,0.794,0.282,0.739,1,16.7,93.9,10.5,93.6,0,0,0
"678","29Q195",564,0.578,0.908,0.172,0.848,1,25.6,92.5,40,91.4,0,0,0
"679","29Q208",707,0.338,0.744,0.192,0.472,1,6.4,95.7,0,95.1,0,0,0
"680","29Q251",339,0.55,0.838,0.227,0.761,1,20,94.1,35.7,92.2,0,0,0
"681","29Q268",632,0.717,0.285,0.141,0.791,1,14.7,94.6,50,89.3,0,0,0
"682","29Q270",753,0.426,0.96,0.165,0.681,1,14.1,94.7,20,94.1,0,0,0
"683","29Q295",496,0.596,0.24,0.175,0.782,1,10,96,0,97.2,0,0,0
"684","30Q002",568,0.615,0.026,0.188,0.734,1,24.2,93.5,38.1,90.8,0,0,0
"685","30Q011",1027,0.705,0.022,0.205,0.689,1,8.7,95.8,17.1,93.9,0,0,0
"686","30Q017",547,0.778,0.108,0.197,0.74,1,21.8,93.4,40,90.8,0,0,0
"687","30Q069",1033,0.659,0.004,0.11,0.628,1,7.8,96.5,12.5,95.8,0,0,0
"688","30Q070",880,0.743,0.03,0.126,0.83,1,12.6,95.1,29.4,93.6,0,0,0
"689","30Q076",457,0.851,0.319,0.344,0.775,1,26,92.8,40,90.3,0,0,0
"690","30Q078",706,0.25,0.037,0.126,0.275,1,16.8,94.5,30.8,94.4,0,0,0
"691","30Q084",272,0.637,0.07,0.18,0.57,0,8.9,95.6,22.2,93.8,0,0,1
"692","30Q085",657,0.51,0.03,0.139,0.428,1,19.1,94.1,44.4,87.8,1,0,0
"693","30Q092",928,0.86,0.011,0.206,0.831,1,10.4,95.9,12.1,94.8,0,0,0
"694","30Q111",316,0.972,0.497,0.307,0.965,1,41.9,91.1,46.2,90.7,0,0,0
"695","30Q112",485,0.87,0.202,0.14,0.833,1,34.3,91.2,11.1,93.5,0,0,0
"696","30Q122",1361,0.495,0.05,0.096,0.536,1,6.7,95.5,18.5,94.3,1,0,0
"697","30Q127",1299,0.786,0.108,0.169,0.858,1,15.9,94.2,13.3,93.9,0,0,0
"698","30Q148",919,0.815,0.003,0.166,0.803,1,11.3,94.7,14.8,94,0,0,0
"699","30Q149",1054,0.799,0.013,0.168,0.78,1,11.5,95.2,15.4,93.6,0,0,0
"700","30Q150",1081,0.628,0.01,0.13,0.553,1,10.7,94.9,25,91.7,1,0,0
"701","30Q151",381,0.846,0.239,0.273,0.934,1,15.2,93.9,27.3,92,0,0,0
"702","30Q152",1104,0.81,0.004,0.112,0.77,1,5.7,96.8,9.5,95.7,0,0,0
"703","30Q166",1075,0.641,0.034,0.112,0.699,1,11.7,95.8,25.9,92.6,1,0,0
"704","30Q171",503,0.879,0.272,0.223,0.93,1,37.7,90.5,45.5,89.9,0,0,0
"705","30Q212",784,0.671,0.004,0.163,0.606,1,13,95,11.1,93.3,0,0,0
"706","30Q234",522,0.744,0.065,0.176,0.83,1,7.4,95.5,17.6,92.7,0,0,0
"707","30Q280",688,0.862,0.015,0.131,0.949,1,12.1,95.4,35,91.2,0,0,0
"708","30Q300",457,0.298,0.059,0.05,0.276,0,4.8,96.2,30.19986,91.86482,1,1,1
"709","30Q329",380,0.805,0.068,0.184,0.939,1,17.6,93.9,23.5,93,0,0,0
"710","31R001",465,0.362,0.013,0.288,0.394,1,19.8,93.2,38.1,90.1,0,0,0
"711","31R003",791,0.237,0.001,0.216,0.3,1,13.2,94.4,7.4,94.2,1,0,0
"712","31R004",745,0.372,0.017,0.346,0.381,1,14.6,94.5,14.7,94.2,0,0,0
"713","31R005",302,0.224,0.003,0.235,0.248,0,12.2,94.4,17.6,94.1,0,0,1
"714","31R006",547,0.321,0.005,0.336,0.397,1,16.5,94.3,23.7,93.6,0,0,0
"715","31R008",601,0.319,0.013,0.215,0.354,1,10.4,95,17.6,93.7,1,0,0
"716","31R009",298,0.412,0.158,0.265,0.416,1,12.5,95,10.5,95.1,0,0,0
"717","31R010",165,0.884,0.267,0.424,0.897,1,22.2,93.3,30,92.3,0,0,0
"718","31R011",314,0.676,0.182,0.232,0.745,1,13.3,94.6,9.1,95.2,0,0,0
"719","31R013",881,0.691,0.148,0.242,0.663,1,22.1,93.9,37.1,91.2,0,0,0
"720","31R016",522,0.911,0.295,0.32,0.987,1,42.5,89.4,62.1,86,0,0,0
"721","31R018",573,0.935,0.447,0.384,0.916,1,34.8,91.9,38.9,91.1,0,0,0
"722","31R019",591,0.82,0.117,0.277,0.851,1,23.2,92.6,30.8,92.4,0,0,0
"723","31R020",464,0.923,0.17,0.379,0.961,1,16,93.7,8,94.8,0,0,0
"724","31R021",367,0.849,0.27,0.368,0.812,1,36.4,90.3,31.8,90.2,0,0,0
"725","31R022",983,0.789,0.24,0.269,0.881,1,33.9,91.6,44.2,89.7,0,0,0
"726","31R023",564,0.295,0.012,0.266,0.372,1,14.9,94.6,22.7,93.4,0,0,0
"727","31R026",264,0.413,0.03,0.22,0.496,0,17.4,94.5,9.1,96.6,0,0,1
"728","31R029",644,0.454,0.079,0.207,0.531,1,16.5,94.5,37.5,90.9,1,0,0
"729","31R030",822,0.32,0.024,0.234,0.36,1,18.7,93.8,30,92.6,0,0,0
"730","31R031",388,0.93,0.459,0.353,0.91,1,50.7,87.8,48.1,87.2,0,0,0
"731","31R032",674,0.305,0.007,0.277,0.329,1,10.3,94.3,11.4,93.8,0,0,0
"732","31R035",395,0.364,0.104,0.23,0.395,0,12.7,94.9,14.3,94.1,0,0,1
"733","31R036",855,0.273,0.002,0.225,0.353,1,14,94.8,20.6,93.6,0,0,0
"734","31R038",376,0.575,0.035,0.207,0.705,1,26.4,92.9,57.1,87.9,0,0,0
"735","31R039",548,0.652,0.088,0.248,0.686,1,22,94.1,14.3,94.9,0,0,0
"736","31R041",685,0.563,0.023,0.225,0.685,1,13,94.6,22.7,91.3,0,0,0
"737","31R042",1042,0.31,0.014,0.22,0.371,1,11.3,94.7,15.9,93.7,1,0,0
"738","31R044",879,0.916,0.412,0.344,0.951,1,39.3,90.5,42.9,90.3,0,0,0
"739","31R045",862,0.664,0.171,0.229,0.724,1,17.1,93.4,33.3,90.1,1,0,0
"740","31R046",269,0.689,0.145,0.279,0.825,1,34.1,92.4,44.4,90.6,0,0,0
"741","31R048",981,0.357,0.039,0.189,0.421,1,6.9,95.4,16.7,94.1,0,0,0
"742","31R050",774,0.314,0.022,0.208,0.407,1,16,93.9,30,90.5,1,0,0
"743","31R052",526,0.514,0.017,0.213,0.656,1,10.3,94.6,15,94.1,0,0,0
"744","31R053",833,0.296,0.014,0.222,0.399,1,13.2,94.5,29.2,90.4,1,0,0
"745","31R054",806,0.5,0.058,0.268,0.6,1,19,93.7,24.2,91.8,0,0,0
"746","31R055",600,0.269,0.005,0.242,0.37,1,13.1,94.8,25,93.8,0,0,0
"747","31R056",605,0.304,0.012,0.294,0.374,1,11.2,94.7,20,93.4,0,0,0
"748","31R057",710,0.893,0.548,0.283,0.868,1,34.6,90.8,52.9,87.3,0,0,0
"749","31R058",688,0.429,0.049,0.26,0.533,1,20.7,93.4,50,88.9,0,0,0
"750","31R059",263,0.616,0.346,0.236,0.62,0,17.4,93.8,0,94.2,0,0,1
"751","31R060",871,0.425,0.047,0.268,0.579,1,15.5,94,32.5,91.3,1,0,0
"752","31R065",430,0.554,0.181,0.272,0.607,1,11.6,95,16.7,94.6,0,0,0
"753","31R069",935,0.487,0.019,0.26,0.581,1,16.1,94.4,26.8,92.7,1,0,0
"754","31R074",312,0.89,0.263,0.356,0.917,1,52.5,89.4,66.7,89.6,0,0,0
"755","31R078",845,0.946,0.433,0.355,0.966,1,36.8,91,50,89.4,0,0,0
"756","31R080",1313,0.453,0.212,0.292,0.482,1,13.2,94.6,23.5,93.4,0,0,0
"757","31R861",906,0.644,0.202,0.251,0.787,1,25.5,93.5,29.2,93.1,0,0,0
"758","32K045",681,0.87,0.426,0.186,0.834,1,35.1,91.4,50,88.1,0,0,0
"759","32K075",364,0.941,0.22,0.214,0.92,1,36.7,90.6,52.9,86.8,0,0,0
"760","32K086",384,0.932,0.01,0.237,0.982,1,15,94.4,33.3,93.2,0,0,0
"761","32K106",422,0.906,0.1,0.275,0.957,1,22.1,92.1,23.1,92.5,0,0,0
"762","32K116",395,0.926,0.033,0.256,0.896,1,20.5,92,22.2,90.7,0,0,0
"763","32K123",627,0.9,0.027,0.166,0.968,1,16,95.1,10.5,95.2,0,0,0
"764","32K145",576,0.945,0.05,0.174,0.917,1,23.9,93.8,7.7,94.9,0,0,0
"765","32K151",305,0.914,0.141,0.193,0.951,0,11.6,94.9,23.1,93.2,0,0,1
"766","32K274",419,0.901,0.115,0.191,0.969,1,32.5,92.2,41.2,89.8,0,0,0
"767","32K299",265,0.922,0.502,0.204,0.962,1,29.5,92.8,50,90.4,0,0,0
"768","32K376",520,0.845,0.073,0.156,0.875,1,15.6,94.2,21.1,93.7,1,0,0
"769","32K377",315,0.861,0.19,0.327,0.937,1,42.9,88.8,30.19986,91.86482,0,0,0
"770","32K384",513,0.925,0.121,0.263,0.887,1,14.3,92.6,22.2,87.4,0,0,0
